original_review,comment_clean,sentiment_label,label_numeric
Love everything about this....,love everything about this....,positive,2
Perfect for controlling my tp-link smart devises,perfect for controlling my tp-link smart devises,positive,2
Love this thing. Easy to setup and  looking forward to adding more smart devices to my home.,love this thing. easy to setup and  looking forward to adding more smart devices to my home.,positive,2
Got it specifically to work with the August Smart Lock and it connected to it with ease.  Definitely ties the Smart Home together.,got it specifically to work with the august smart lock and it connected to it with ease.  definitely ties the smart home together.,positive,2
Sound very nice perfect for the price,sound very nice perfect for the price,positive,2
Love it it's number 4!,love it it's number 4!,positive,2
Wonderful product.  Love alexia,wonderful product.  love alexia,positive,2
It has a nice speaker.,it has a nice speaker.,positive,2
Music mainly but still checking other features,music mainly but still checking other features,positive,2
"Very capable.  Language recognition is the best I've experienced.  Great sound, too!","very capable.  language recognition is the best i've experienced.  great sound, too!",positive,2
LOVE .. LOVE my Echo Plus !  So silly simple to set up .  Alexa has now become my new BFF.  Amazon 24/7 Support is hard to beat !!  Any questions answered any time ... What more can you ask for !!!,love .. love my echo plus !  so silly simple to set up .  alexa has now become my new bff.  amazon 24/7 support is hard to beat !!  any questions answered any time ... what more can you ask for !!!,positive,2
Its got to be one of the coolest things.,its got to be one of the coolest things.,positive,2
Awesome! Easy set up. Linked right up with my Nexia home automation.,awesome! easy set up. linked right up with my nexia home automation.,positive,2
Hands free voice commands and interactions with smart devices around the house makes having an Echo Plus one of the best purchases I’ve made!,hands free voice commands and interactions with smart devices around the house makes having an echo plus one of the best purchases i’ve made!,positive,2
Definitely a really good buy for FIRST time buyers of smart home stuff =]I bought 3 =],definitely a really good buy for first time buyers of smart home stuff =]i bought 3 =],positive,2
I enjoy the various functions of the device,i enjoy the various functions of the device,positive,2
"Alread had Echos and Dots, but the ability to control Philips Hue bulbs nudged me to buy this on Prime Day.  Another fun product from Amazon.","alread had echos and dots, but the ability to control philips hue bulbs nudged me to buy this on prime day.  another fun product from amazon.",positive,2
"I purchased the Echo Plus with the Build-in Hub, so I could have the convenience of asking Alexa to turn my lights and lamps on and off.  Philips Hue Light Bulbs were placed in the fixtures that I wanted Alexa to control and they all work great!  I already had an Echo Dot in my Kitchen/Den area, so I placed the Echo Plus with Hub in my bedroom. My radio and lamps in my Kitchen and Den are controlled with TP-Link plugs.  But, the ceiling light fixtures and lamp in my Den and Bedroom have special Philips Hue Light Bulbs that are controlled by the Hub inside the Echo Plus.  I am able to play music, set my alarm, get weather reports and numerous other things on both devices.  The Echo Dot requires a TP-Link plug to be plugged into it and the Echo Plus requires a special Philips Light Bulbs installed in each light fixture to work..  The only thing I dislike is the high price of the light bulbs required to make the lights work. Regular light bulbs placed in the ceiling light fixtures will not work with Alexa and  the Echo Plus with Hub.  Other than the high price of the bulbs, I love my Echo Plus with built in hub!","i purchased the echo plus with the build-in hub, so i could have the convenience of asking alexa to turn my lights and lamps on and off.  philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great!  i already had an echo dot in my kitchen/den area, so i placed the echo plus with hub in my bedroom. my radio and lamps in my kitchen and den are controlled with tp-link plugs.  but, the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus.  i am able to play music, set my alarm, get weather reports and numerous other things on both devices.  the echo dot requires a tp-link plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work..  the only thing i dislike is the high price of the light bulbs required to make the lights work. regular light bulbs placed in the ceiling light fixtures will not work with alexa and  the echo plus with hub.  other than the high price of the bulbs, i love my echo plus with built in hub!",positive,2
Easily configured hub capabilities.  Excellent sound quality for the size of the unit.,easily configured hub capabilities.  excellent sound quality for the size of the unit.,positive,2
Works great in my large open room,works great in my large open room,positive,2
Fun,fun,positive,2
This is outstanding works awesome the music sound very clear and loud and Alexa is very smart,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,positive,2
I bought this specifically for the smart hub capability. So far it has been great. Easy set up instructions for all the various brands compatible with it.,i bought this specifically for the smart hub capability. so far it has been great. easy set up instructions for all the various brands compatible with it.,positive,2
"The sound is wonderful and it just plain works. I wish it cost less, but it is worth the cost. (especially on Prime Day)","the sound is wonderful and it just plain works. i wish it cost less, but it is worth the cost. (especially on prime day)",positive,2
Comes with a hub.  Got it during prime day for $99 and a hue white bulb.  Works great.  Now I can add more stuff that required a hub!,comes with a hub.  got it during prime day for $99 and a hue white bulb.  works great.  now i can add more stuff that required a hub!,positive,2
"Got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  Great.product!","got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  great.product!",positive,2
"Very easy to set up, great sound.","very easy to set up, great sound.",positive,2
So far it's been very useful. Trying to learn all the ways to use Alexa .,so far it's been very useful. trying to learn all the ways to use alexa .,positive,2
works better than I thought,works better than i thought,positive,2
"Loved all about it, all I can do with it and it looks good.","loved all about it, all i can do with it and it looks good.",positive,2
Great product and fast shipping. Thank you,great product and fast shipping. thank you,positive,2
"It's fun to imagine the household management options ...Some info questions baffle Alexa, but other options are cool - esp. music-related ...","it's fun to imagine the household management options ...some info questions baffle alexa, but other options are cool - esp. music-related ...",positive,2
Easy to set up and works like it's supposed to.,easy to set up and works like it's supposed to.,positive,2
"Love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.","love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.",positive,2
Great product. More skills are needed. I love it.,great product. more skills are needed. i love it.,positive,2
My first smart buy..I am loving it and all the great things Alexa can do.,my first smart buy..i am loving it and all the great things alexa can do.,positive,2
"This thing is awesome!  I got it on Prime Day for a great deal.  I wish I had purchased two.  I also bought the Echo Show version, but the sound is not nearly as good as the Echo Plus.  The Echo Show came dented, so I will be exchanging it.  I like the screen and many of the features so I will not be getting a refund.  It was still worth the price.","this thing is awesome!  i got it on prime day for a great deal.  i wish i had purchased two.  i also bought the echo show version, but the sound is not nearly as good as the echo plus.  the echo show came dented, so i will be exchanging it.  i like the screen and many of the features so i will not be getting a refund.  it was still worth the price.",positive,2
Is great having a new friend,is great having a new friend,positive,2
Coop product many uses including smart devices throughout the home,coop product many uses including smart devices throughout the home,positive,2
"Easy setup with great sound, I would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.","easy setup with great sound, i would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.",positive,2
Better than expected!,better than expected!,positive,2
"Wonderful, still learning how to use. Had a heck of a time setting it up, but is happened somehow.","wonderful, still learning how to use. had a heck of a time setting it up, but is happened somehow.",positive,2
It's fantastic. Very happy with the purchase.,it's fantastic. very happy with the purchase.,positive,2
Love it!!!,love it!!!,positive,2
I like the list ability and the music I can play.  I do not like that I can not create a playlist without using the app and even then Alexa will not play my songs I have to do it through my tablet or phone.  I also do not like that Alex can not print again it has to be done through the app.,i like the list ability and the music i can play.  i do not like that i can not create a playlist without using the app and even then alexa will not play my songs i have to do it through my tablet or phone.  i also do not like that alex can not print again it has to be done through the app.,neutral,1
"It is a great bundle of fun. Music ,games, questions etc. I luv it turns off my smart lights. I purchase 4 more smart light for my lamps in the living room and my room!","it is a great bundle of fun. music ,games, questions etc. i luv it turns off my smart lights. i purchase 4 more smart light for my lamps in the living room and my room!",positive,2
First time using Alexa and so far I love it.,first time using alexa and so far i love it.,positive,2
"It was a little hard to follow their instructions, great product","it was a little hard to follow their instructions, great product",positive,2
"This was a replacement. It was really easy to set up. I had to reauthorize my smart items to work with the new hub, but installation was easy and instructions were clear.","this was a replacement. it was really easy to set up. i had to reauthorize my smart items to work with the new hub, but installation was easy and instructions were clear.",positive,2
Really cool device that does a ton of stuff. Fun games like Jeopardy. We used this to set up smart bulbs and light switches. Make sure you ge the stuff that corresponds with this particular hub. Had to make a few runs back to the store for exchanges.,really cool device that does a ton of stuff. fun games like jeopardy. we used this to set up smart bulbs and light switches. make sure you ge the stuff that corresponds with this particular hub. had to make a few runs back to the store for exchanges.,positive,2
"I’ve been waiting for Prime Day to purchase an Echo Plus and now, I’m enjoying learning what Alexa can do. With a new Sonos One and an Echo Dot, I have the makings of a really nice and well-integrated smart home. Love it!","i’ve been waiting for prime day to purchase an echo plus and now, i’m enjoying learning what alexa can do. with a new sonos one and an echo dot, i have the makings of a really nice and well-integrated smart home. love it!",positive,2
"I haven't had it very long, but so far our whole family is enjoying asking Alexa questions!","i haven't had it very long, but so far our whole family is enjoying asking alexa questions!",positive,2
"Although this is my second echo device, I am still very disappointed that there is almost no documentation/instructions as to the many functions of the device.  I purchased becausse of the sound quality, but only found out it has bluetooth capabilities last night by accident.  There needs to be a manual that details all of the functionality of the device.  Or at least point out where it can be found...","although this is my second echo device, i am still very disappointed that there is almost no documentation/instructions as to the many functions of the device.  i purchased becausse of the sound quality, but only found out it has bluetooth capabilities last night by accident.  there needs to be a manual that details all of the functionality of the device.  or at least point out where it can be found...",neutral,1
"The Echoplus is a great extension for the Echo Dots in our home. I am a little disappointed that Alexa is not as good at information requests as Google. But as a start on home automation, she is very impressive.","the echoplus is a great extension for the echo dots in our home. i am a little disappointed that alexa is not as good at information requests as google. but as a start on home automation, she is very impressive.",positive,2
I never had ALEXA before but the biggest reason I bought it was for YOUTUBE and apparently YOUTUBE stopped supporting it and that is why it will get 4 stars.... it's mostly YOUTUBE's FAULT but I worked around it by using my cell phone as a blue tooth connected to hear things but still takes the voice activate purpose away but the speaker is amazing to hear my youtube watch later playlist,i never had alexa before but the biggest reason i bought it was for youtube and apparently youtube stopped supporting it and that is why it will get 4 stars.... it's mostly youtube's fault but i worked around it by using my cell phone as a blue tooth connected to hear things but still takes the voice activate purpose away but the speaker is amazing to hear my youtube watch later playlist,positive,2
Awesome!! Loving Alexa,awesome!! loving alexa,positive,2
no habla espanol,no habla espanol,negative,0
Love the music the stories,love the music the stories,positive,2
It is fantastic.,it is fantastic.,positive,2
Like it but it will take time to setup all the skills I want simply because there are so many. I already use music and Flash Briefing daily. Very satisfied. I use this along with Alexa app on my Kindle hd8,like it but it will take time to setup all the skills i want simply because there are so many. i already use music and flash briefing daily. very satisfied. i use this along with alexa app on my kindle hd8,positive,2
"Wish it would have came with the lightbulb, but otherwise works great, fast delivery, and I enjoy using it!","wish it would have came with the lightbulb, but otherwise works great, fast delivery, and i enjoy using it!",positive,2
"Still haven’t learn all the Echo can do, but so far, quite pleased!","still haven’t learn all the echo can do, but so far, quite pleased!",positive,2
Love it!,love it!,positive,2
I can receive my CPR classical station.  Great sound.What I like least is the learning curve and my mistakes.,i can receive my cpr classical station.  great sound.what i like least is the learning curve and my mistakes.,positive,2
"Sounds well and we find it useful overall but it can be frustrating when it doesn’t respond or you forget the correct command.  “Alexa, turn on the living room lights”.  Oops I mean “Alexa turn on the family room lights”. I also never realized I call my couch a sofa some times.  Unfortunately my Alexa is confused by my changing names for where I sit.","sounds well and we find it useful overall but it can be frustrating when it doesn’t respond or you forget the correct command.  “alexa, turn on the living room lights”.  oops i mean “alexa turn on the family room lights”. i also never realized i call my couch a sofa some times.  unfortunately my alexa is confused by my changing names for where i sit.",neutral,1
no it is broke and I can't get help fixing or replacing it,no it is broke and i can't get help fixing or replacing it,negative,0
"I’m still unable to connect any devices although it says it has a built in hub. So bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and I was looking forward to this feature. Being able to play music, check the weather etc is fine.","i’m still unable to connect any devices although it says it has a built in hub. so bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and i was looking forward to this feature. being able to play music, check the weather etc is fine.",negative,0
sounds great have not used the hub yet,sounds great have not used the hub yet,positive,2
"Is as expected and more, responds very fast to given commands and was very easy to connect via the Amazon App. I also bought the PhilipsHue Light Bulb and all I had to do was put it in my lamp and tell Alexa to find my device and it connected and the lamp now turns on and off with voice commands.","is as expected and more, responds very fast to given commands and was very easy to connect via the amazon app. i also bought the philipshue light bulb and all i had to do was put it in my lamp and tell alexa to find my device and it connected and the lamp now turns on and off with voice commands.",positive,2
Sound is better,sound is better,positive,2
It is as if we are having a conversation with another person.  Instantaneous response.  And the fact that it catches your command even when you're far from it is simply just amazing.,it is as if we are having a conversation with another person.  instantaneous response.  and the fact that it catches your command even when you're far from it is simply just amazing.,positive,2
Although I haven't taken advantage of many of the Echo's features there is one that bothers me. It starts talking even when I haven't said anything even close to the wake up word - ECHO - had to change from Alexa due to a conflict with another device.,although i haven't taken advantage of many of the echo's features there is one that bothers me. it starts talking even when i haven't said anything even close to the wake up word - echo - had to change from alexa due to a conflict with another device.,neutral,1
The echo plus is very straight forward and easy to use.  It plays great sounding music and can do lots of other things.  Still learning what all it can do.  Working very well so far.,the echo plus is very straight forward and easy to use.  it plays great sounding music and can do lots of other things.  still learning what all it can do.  working very well so far.,positive,2
We have used for last 2 weeks. We like it. My children also like it. Alexa has become part of our family.,we have used for last 2 weeks. we like it. my children also like it. alexa has become part of our family.,positive,2
Terrible. Stopped working after one day.,terrible. stopped working after one day.,negative,0
"better sound than my echo dot. Simple to set up, less than 5 minutes.","better sound than my echo dot. simple to set up, less than 5 minutes.",positive,2
Nice toy to have around!,nice toy to have around!,positive,2
"It does not speak in Spanish,,,I bought it for my grandmother to have someone to talk to when I’m not around,,,,,no Spanish!","it does not speak in spanish,,,i bought it for my grandmother to have someone to talk to when i’m not around,,,,,no spanish!",negative,0
Love all the cool thing I can do!,love all the cool thing i can do!,positive,2
Great product,great product,positive,2
Like it. Still working discovery. Really too soon to fully evaluate. But looking forward to learning and using it.,like it. still working discovery. really too soon to fully evaluate. but looking forward to learning and using it.,positive,2
"When I got this Echo I was excited to have a device with better sound than my Dot and a hub to control some Hue bulbs.What I didn't realize and also wasn't fully communicated to me, is that you can't use Hue bulbs to their full potential with this device. You can only turn on and off the lights and set them to a number of preset colors. You also cannot update the bulbs to the newest firmare which is a security concern for me.Do not buy this if you want a full featured hub for your new IoT devices. If you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.I still love the echo and have zero complaints about the Alexa functionality or sound quality of this device. I'm only disappointed with the hub's functionalities.","when i got this echo i was excited to have a device with better sound than my dot and a hub to control some hue bulbs.what i didn't realize and also wasn't fully communicated to me, is that you can't use hue bulbs to their full potential with this device. you can only turn on and off the lights and set them to a number of preset colors. you also cannot update the bulbs to the newest firmare which is a security concern for me.do not buy this if you want a full featured hub for your new iot devices. if you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.i still love the echo and have zero complaints about the alexa functionality or sound quality of this device. i'm only disappointed with the hub's functionalities.",negative,0
Still needs some work on commands. Sound is equal in the regular echo so if you don't need a smart hub get a regular echo. The sound is ok with it had as much bass as my old soundlink but I mean hey gets loud on the treble and sounds clear.,still needs some work on commands. sound is equal in the regular echo so if you don't need a smart hub get a regular echo. the sound is ok with it had as much bass as my old soundlink but i mean hey gets loud on the treble and sounds clear.,positive,2
"I love my echo plus. I use it with my Spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. Most importantly it reads story to my children.  They love it and that makes me happy.","i love my echo plus. i use it with my spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. most importantly it reads story to my children.  they love it and that makes me happy.",positive,2
Excellent why didn’t I think it is in the beginning I love it,excellent why didn’t i think it is in the beginning i love it,positive,2
"Bye bye Philips hub and expensive monthly internet charge!  Took a little tinkering, had to rest the individual bulbs, but works great! No more, &#34;Philips hue bridge is not responding&#34; message.","bye bye philips hub and expensive monthly internet charge!  took a little tinkering, had to rest the individual bulbs, but works great! no more, &#34;philips hue bridge is not responding&#34; message.",positive,2
"Works great! Exactly as described. Only complaint I have is sometimes Alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.","works great! exactly as described. only complaint i have is sometimes alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.",positive,2
I love it. Use it mostly for the music huge repertoire to choose from,i love it. use it mostly for the music huge repertoire to choose from,positive,2
Very easy to hook up. Download the app and it walks you through the setup,very easy to hook up. download the app and it walks you through the setup,positive,2
"I am so disappointed in this product.  I tried to install two different units and neither one of them were successfully completed.  Hours with Amazon technicians.. resetting each of them.  The app didn't connect the Echo Plus to the internet connection.  Tried using the application on a phone, a tablet and on a Chromebook... No luck.  There are no clean directions on the application.  Probably sending this back to Amazon..mark this as Not ready for prime time.","i am so disappointed in this product.  i tried to install two different units and neither one of them were successfully completed.  hours with amazon technicians.. resetting each of them.  the app didn't connect the echo plus to the internet connection.  tried using the application on a phone, a tablet and on a chromebook... no luck.  there are no clean directions on the application.  probably sending this back to amazon..mark this as not ready for prime time.",negative,0
Well behaved device that i enjoy using.,well behaved device that i enjoy using.,positive,2
Easy setup and sound quality.,easy setup and sound quality.,positive,2
I really love the hub feature,i really love the hub feature,positive,2
What a blast!  We love Echo...  Just learning all the tricks but lots of fun and helpful too!,what a blast!  we love echo...  just learning all the tricks but lots of fun and helpful too!,positive,2
Love this!,love this!,positive,2
"Great sound quality, works well with smart home devices","great sound quality, works well with smart home devices",positive,2
Use way more often than we used our Google Home.,use way more often than we used our google home.,positive,2
"Mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.","mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",neutral,1
"Nice add on to a home.What I don't like are the limitations, for example world soccer. It won't give you much info of sport teams other than American.","nice add on to a home.what i don't like are the limitations, for example world soccer. it won't give you much info of sport teams other than american.",positive,2
"I was a little apprehensive about buying this because I saw reviews saying it sounds like crap. I'm no audiophile by any means so maybe it's that, but I think it sounds great considering the size. It fills my living room with sound and gets pretty loud while remaining clear. I haven't had any issues pairing with my devices or utilizing any of the voice commands. I have it paired to an EcoBee3, my Firestick, and a Phillip's Hue light bulb. I plan on adding devices as I go. I love this thing and I'm glad I scooped it up! I have only had it around 2 weeks. Will update if I run into issues.","i was a little apprehensive about buying this because i saw reviews saying it sounds like crap. i'm no audiophile by any means so maybe it's that, but i think it sounds great considering the size. it fills my living room with sound and gets pretty loud while remaining clear. i haven't had any issues pairing with my devices or utilizing any of the voice commands. i have it paired to an ecobee3, my firestick, and a phillip's hue light bulb. i plan on adding devices as i go. i love this thing and i'm glad i scooped it up! i have only had it around 2 weeks. will update if i run into issues.",positive,2
I love my Echo Plus. The only drawback is that there is no battery so it has to be plugged in at all times which makes it inconvenient  to use outdoors.,i love my echo plus. the only drawback is that there is no battery so it has to be plugged in at all times which makes it inconvenient  to use outdoors.,positive,2
"Great device, my grandkids had a ball setting it up for me!","great device, my grandkids had a ball setting it up for me!",positive,2
The alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. I was not aware of that.  Disappointed,the alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. i was not aware of that.  disappointed,negative,0
"The Echo Plus is great! So easy to set up and with the built in hub, it connects to other Alexa devices with a mere verbal command. I am 62 and not super techno knowledgable but this was easy for me. Have my lights integrated with Alexa and now looking at security cameras and locks. Definitely recommend the Echo Plus!","the echo plus is great! so easy to set up and with the built in hub, it connects to other alexa devices with a mere verbal command. i am 62 and not super techno knowledgable but this was easy for me. have my lights integrated with alexa and now looking at security cameras and locks. definitely recommend the echo plus!",positive,2
Works as advertised! It says Alexa is always learning. That's great because I am just learning all the things Alexa can do.,works as advertised! it says alexa is always learning. that's great because i am just learning all the things alexa can do.,positive,2
"Great , love it.","great , love it.",positive,2
wish it had a battery or was described better as a plug in only item.,wish it had a battery or was described better as a plug in only item.,negative,0
Doesn't seem to hear as well as my 2nd Generation Echo and WHY is there no volume buttons on it?!,doesn't seem to hear as well as my 2nd generation echo and why is there no volume buttons on it?!,neutral,1
A+,a+,positive,2
Worked great. The built in hub works great.,worked great. the built in hub works great.,positive,2
It knows everything  we ask it to do. Havent smart hubbed it yet but does exactly as advertised and am very happy with our purchase. Sound quality is excellent also,it knows everything  we ask it to do. havent smart hubbed it yet but does exactly as advertised and am very happy with our purchase. sound quality is excellent also,positive,2
"Connecting and sound are perfect! I only give 4 because the is no internal battery, if I disconnect to the power source, it will be off.","connecting and sound are perfect! i only give 4 because the is no internal battery, if i disconnect to the power source, it will be off.",positive,2
"It seems easy to stump Alexa with rather simple questions that are easily googled with the correct answer.  We admit that we have not explored all that's available through the Echo.  One irritating issue is that Alexa cannot answer help questions concerning how to use the system, rather it refers you to the Alexa app or help via a computer.  It was very simple to setup and use and we continue to learn how this tool can become more useful.","it seems easy to stump alexa with rather simple questions that are easily googled with the correct answer.  we admit that we have not explored all that's available through the echo.  one irritating issue is that alexa cannot answer help questions concerning how to use the system, rather it refers you to the alexa app or help via a computer.  it was very simple to setup and use and we continue to learn how this tool can become more useful.",positive,2
I like how easy it was to set up. Very easy to use and set up with other Bluetooth devices.,i like how easy it was to set up. very easy to use and set up with other bluetooth devices.,positive,2
Ease of use and many tasks it will perform,ease of use and many tasks it will perform,positive,2
"I purchased the Echo Plus with built-in hub during Prime Days sale. It was delivered very fast and was easy to link to my WiFi. Also connected it to a smart plug to control a light. I love telling Alexa to play music, and she hears me from 2 rooms away. Excited to learn new uses for it.","i purchased the echo plus with built-in hub during prime days sale. it was delivered very fast and was easy to link to my wifi. also connected it to a smart plug to control a light. i love telling alexa to play music, and she hears me from 2 rooms away. excited to learn new uses for it.",positive,2
"It was harder to setup then I thought it should be, for some reason I had to default  it twice. Had to go thru too many steps to setup and find my devices. Would be nice if it could interact with my Xfinity cable tv cable box and it also does not work with my Xfinity alarm for my house or my cameras, be nice set and disarm the alarm with Alexa. Had to install a skill app to setup bulb ??? whats that about, you ship it with your product ??? should have said (Alexa setup bulb) or (Alexa find new bulb) ??? and (Alexa setup Nest)??? it's fine that you use third party apps but Alexa should do the work for you.","it was harder to setup then i thought it should be, for some reason i had to default  it twice. had to go thru too many steps to setup and find my devices. would be nice if it could interact with my xfinity cable tv cable box and it also does not work with my xfinity alarm for my house or my cameras, be nice set and disarm the alarm with alexa. had to install a skill app to setup bulb ??? whats that about, you ship it with your product ??? should have said (alexa setup bulb) or (alexa find new bulb) ??? and (alexa setup nest)??? it's fine that you use third party apps but alexa should do the work for you.",negative,0
Nothing to dislike I love my new toy that has made my house a smart home.,nothing to dislike i love my new toy that has made my house a smart home.,positive,2
The built in hub lacks some of the features (geo fencing) of the Phillips hub.  Otherwise would have given it 5 stars.,the built in hub lacks some of the features (geo fencing) of the phillips hub.  otherwise would have given it 5 stars.,neutral,1
The Echo Plus is used for leisure and pleasure. I absolutely love it. Easy to set up and connect. What a great addition to my listening pleasure. I have not used it yet for other purposes.,the echo plus is used for leisure and pleasure. i absolutely love it. easy to set up and connect. what a great addition to my listening pleasure. i have not used it yet for other purposes.,positive,2
Arrived right on time and works as expected,arrived right on time and works as expected,positive,2
It's like a remedial form of the Star Trek computer in your home,it's like a remedial form of the star trek computer in your home,positive,2
The echo part works fine.  The hue hub is a disaster.  It worked for a few months and then nothing.  I spent 2 hours on the phone with tech support one =y to have to send it in for repair.  I am now trying to reconnect my lights.  What a pain.  I am having to reset each light bulb.  It can take up to 5 times to get it to reset.  I have spent hours on this.  I will say customer service was friendly and tried to be helpful.  Stick with the echo and smart plugs for lamps.,the echo part works fine.  the hue hub is a disaster.  it worked for a few months and then nothing.  i spent 2 hours on the phone with tech support one =y to have to send it in for repair.  i am now trying to reconnect my lights.  what a pain.  i am having to reset each light bulb.  it can take up to 5 times to get it to reset.  i have spent hours on this.  i will say customer service was friendly and tried to be helpful.  stick with the echo and smart plugs for lamps.,negative,0
I love it and my family loves it also we use it all the time we also like playing the games that you can get on it too!! Great for family game nights,i love it and my family loves it also we use it all the time we also like playing the games that you can get on it too!! great for family game nights,positive,2
It was supposed to come with a free Hue lightbulb on Amazon Prime Day.  No light bulb arrived.  False advertising!,it was supposed to come with a free hue lightbulb on amazon prime day.  no light bulb arrived.  false advertising!,negative,0
 ,,neutral,1
Awesome!,awesome!,positive,2
Haven't had it a week and already it cannot connect to my network. Tried reconnecting manually and the echo never appears in the list of devices to connect. It will be on it's way back to Amazon,haven't had it a week and already it cannot connect to my network. tried reconnecting manually and the echo never appears in the list of devices to connect. it will be on it's way back to amazon,negative,0
"This is the 3rd unit I purchased all the way from gen 1 to the plus. The only reason I purchased this is because it works so well and I wanted it in other rooms as well. All my switches work great and I have had not issues. I the past, I did have some ghost commands when Alexa would answer a question when no one asked her to but I think some recent ipdates May have resolved this. It just keeps improving over time, not with call capabilities. I work with adapting smart homes and this is by far the cheapest, best way so far. Can’t wait to see what they come up with next.","this is the 3rd unit i purchased all the way from gen 1 to the plus. the only reason i purchased this is because it works so well and i wanted it in other rooms as well. all my switches work great and i have had not issues. i the past, i did have some ghost commands when alexa would answer a question when no one asked her to but i think some recent ipdates may have resolved this. it just keeps improving over time, not with call capabilities. i work with adapting smart homes and this is by far the cheapest, best way so far. can’t wait to see what they come up with next.",positive,2
Love it. I play music everyday and voice  activated makes it so easy,love it. i play music everyday and voice  activated makes it so easy,positive,2
I can't get multiple profiles working. It just spins when adding a 2nd user at pass device prompt,i can't get multiple profiles working. it just spins when adding a 2nd user at pass device prompt,neutral,1
"I love it , using music and turning on and off light","i love it , using music and turning on and off light",positive,2
It has great sound and very responsive to commands!,it has great sound and very responsive to commands!,positive,2
This thing is great. Has good sound and does everything I expected. I have it linked in with my lights and use it with alarm.com as well.,this thing is great. has good sound and does everything i expected. i have it linked in with my lights and use it with alarm.com as well.,positive,2
No problems whatsoever makes life easy and sounds great.,no problems whatsoever makes life easy and sounds great.,positive,2
"This is a very useful device.  I use it to turn my lights on and off around the house.  It works with all the other Alexa devices, so I can give a command near any of them, and this will process the request.  It also handles all the functions that the other devices can do. I enjoy it much more than I thought I would.","this is a very useful device.  i use it to turn my lights on and off around the house.  it works with all the other alexa devices, so i can give a command near any of them, and this will process the request.  it also handles all the functions that the other devices can do. i enjoy it much more than i thought i would.",positive,2
I love my echo plus!!!,i love my echo plus!!!,positive,2
"How can you not like the Echo Plus.  It has the built in Hub and works seamlessly with all my compatible devices.  Amazon makes a great product and I haven't had a single issue with this one or any of the other devices (echo dots, etc.).","how can you not like the echo plus.  it has the built in hub and works seamlessly with all my compatible devices.  amazon makes a great product and i haven't had a single issue with this one or any of the other devices (echo dots, etc.).",positive,2
"I have been hesitant to purchase anything smart home because I am just not good with electronics.  However this surprised me how easy it is to set up and it links to the Bluetooth in my sound bar for my TV which provides extra sound for music, I can make calls and finally hear people when home. I do not have cable, only the paid apps like Netflix and Hulu so when Alexa provided me news stations, weather and other updates it was really great to hear! I have linked all of my accounts to her, she turns on my lights before I walk through the door. She purchases re-orders off of Amazon for my pets and I heard if something bad happened at your home she would place a call to 911 regardless if she was unplugged or not.  This is important as an extra layer of protection for someone living alone.  My tech savvy bf went out and bought her after a week of me having her. Must buy!!!","i have been hesitant to purchase anything smart home because i am just not good with electronics.  however this surprised me how easy it is to set up and it links to the bluetooth in my sound bar for my tv which provides extra sound for music, i can make calls and finally hear people when home. i do not have cable, only the paid apps like netflix and hulu so when alexa provided me news stations, weather and other updates it was really great to hear! i have linked all of my accounts to her, she turns on my lights before i walk through the door. she purchases re-orders off of amazon for my pets and i heard if something bad happened at your home she would place a call to 911 regardless if she was unplugged or not.  this is important as an extra layer of protection for someone living alone.  my tech savvy bf went out and bought her after a week of me having her. must buy!!!",positive,2
"I love my Echo Plus and have cousins from Italy here visiting and they love it.  I want to give them each one, however will it work for them in Italy. someone please answer my question ASAP.","i love my echo plus and have cousins from italy here visiting and they love it.  i want to give them each one, however will it work for them in italy. someone please answer my question asap.",positive,2
Totally enjoy our new Echo Plus.  Great for fast facts and listening to Beautiful Music.  We are just getting started with all the benefits.,totally enjoy our new echo plus.  great for fast facts and listening to beautiful music.  we are just getting started with all the benefits.,positive,2
